"Company
(Maker-if known)","Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent","Company
Location",Rating,"Bean
Type","Broad Bean
Origin",Bean Latitude,Bean Longitude 
Chocovic,Guyave,117,2007,0.71,Spain,2.5,Trinitario,Grenada,12.107,-61.681
Coppeneur,Grenada,470,2010,0.72,Germany,3.25,Trinitario,Grenada,12.107,-61.681
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,0.70,U.K.,2.25,,Grenada,12.107,-61.681
Dormouse,Non Pariel Estate,1880,2016,0.75,U.K.,2.75,Trinitario,Grenada,12.107,-61.681
Felchlin,Grenada,494,2010,0.58,Switzerland,3.5,Trinitario,Grenada,12.107,-61.681
Grenada Chocolate Co.,Grenada,494,2010,0.82,Grenada,3.25,Trinitario,Grenada,12.107,-61.681
Grenada Chocolate Co.,Grenada,363,2009,0.60,Grenada,2.75,Trinitario,Grenada,12.107,-61.681
Grenada Chocolate Co.,Grenada,241,2008,0.71,Grenada,2.5,Trinitario,Grenada,12.107,-61.681
L.A. Burdick (Felchlin),Grenada,576,2010,0.75,U.S.A.,3.25,Trinitario,Grenada,12.107,-61.681
La Maison du Chocolat (Valrhona),Grenada,741,2011,0.68,France,3.5,Trinitario,Grenada,12.107,-61.681
Naive,Grenada,867,2012,0.71,Lithuania,2.5,Trinitario,Grenada,12.107,-61.681
Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,0.70,U.K.,3.5,Trinitario,Grenada,12.107,-61.681
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,0.66,U.K.,3.5,Trinitario,Grenada,12.107,-61.681
Scharffen Berger,Camahogne,464,2010,0.68,U.S.A.,3.5,Trinitario,Grenada,12.107,-61.681
Seaforth,Grenada,1658,2015,0.70,U.K.,2.75,,Grenada,12.107,-61.681
Soma,"Grenada, Black Science",676,2011,0.70,Canada,2.75,Trinitario,Grenada,12.107,-61.681
Soma,"Dancing in Your Head, 5 bean blend",867,2012,0.70,Canada,4,Blend,"Gre., PNG, Haw., Haiti, Mad",,
Theo,"Ghana, Panama, Ecuador",188,2007,0.75,U.S.A.,3,Blend,"Ghana, Panama, Ecuador",,
Olive and Sinclair,Dark 67,457,2009,0.67,U.S.A.,2.75,,"Ghana, Domin. Rep",,
Olive and Sinclair,Dark 75,457,2009,0.75,U.S.A.,3,,"Ghana, Domin. Rep",,
Scharffen Berger,Kumasi Sambirano,40,2006,0.68,U.S.A.,2,Blend,Ghana & Madagascar,,
Amatller (Simon Coll),Ghana,322,2009,0.70,Spain,3,Forastero,Ghana,7.258,-1.062
Amatller (Simon Coll),Ghana,464,2009,0.85,Spain,3,Forastero,Ghana,7.258,-1.062
Bittersweet Origins,Ghana,963,2012,0.72,U.S.A.,3.5,Forastero,Ghana,7.258,-1.062
Bittersweet Origins,Ankasa,256,2008,0.70,U.S.A.,3,Forastero,Ghana,7.258,-1.062
Brasstown aka It's Chocolate,Ghana,1129,2013,0.75,U.S.A.,3.5,Forastero,Ghana,7.258,-1.062
Coppeneur,Ghana Puristique,813,2012,0.85,Germany,3.5,Forastero,Ghana,7.258,-1.062
Davis,Ghana,1093,2013,0.70,U.S.A.,2.5,Forastero,Ghana,7.258,-1.062
Dean and Deluca (Belcolade),Ghana,175,2007,0.60,U.S.A.,3,Forastero,Ghana,7.258,-1.062
Frederic Blondeel,Ghana,1351,2014,0.60,Belgium,3.5,Forastero,Ghana,7.258,-1.062
Fresco,"Ghana, #211, MR, MC",636,2011,0.74,U.S.A.,2.75,Forastero,Ghana,7.258,-1.062
Georgia Ramon,ABOCFA Coop,1642,2015,0.70,Germany,4,Forastero,Ghana,7.258,-1.062
Guido Castagna,Ghana,355,2009,0.64,Italy,3,Forastero,Ghana,7.258,-1.062
Jacque Torres,Trinatario Treasure,5,2006,0.71,U.S.A.,2,Trinitario,Ghana,7.258,-1.062
La Maison du Chocolat (Valrhona),Akosombo,346,2009,0.68,France,3.25,Forastero,Ghana,7.258,-1.062
Manufaktura Czekolady,Grand Cru Ghana,871,2012,0.70,Poland,3.5,Forastero,Ghana,7.258,-1.062
Mars,"Ghana, prototype",544,2010,0.65,U.S.A.,3.5,Forastero,Ghana,7.258,-1.062
Nathan Miller,Ghana,1403,2014,0.70,U.S.A.,3.5,Forastero,Ghana,7.258,-1.062
Noble Bean aka Jerjobo,Ghana,1295,2014,0.75,U.S.A.,3,Forastero,Ghana,7.258,-1.062
Nuance,"Ghana, 2013",1454,2015,0.70,U.S.A.,3.75,Forastero,Ghana,7.258,-1.062
Olive and Sinclair,Ghana prototype,486,2010,0.72,U.S.A.,3,Forastero,Ghana,7.258,-1.062
Omanhene,Ghana,693,2011,0.80,Ghana,2.75,Forastero,Ghana,7.258,-1.062
Pralus,Ghana,40,2006,0.75,France,3.25,Forastero,Ghana,7.258,-1.062
Scharffen Berger,Asante,336,2009,0.65,U.S.A.,4,Forastero,Ghana,7.258,-1.062
Sjolinds,Ghana,1454,2015,0.70,U.S.A.,2.75,Forastero,Ghana,7.258,-1.062
Snake & Butterfly,Ghana,693,2011,0.67,U.S.A.,1.5,Forastero,Ghana,7.258,-1.062
Soma,Africa,377,2009,0.70,Canada,3.5,Forastero,Ghana,7.258,-1.062
TCHO,Chocolatey-beta,199,2008,0.70,U.S.A.,2.5,Forastero,Ghana,7.258,-1.062
Theo,"Ghana, Kumasi",184,2007,0.84,U.S.A.,3,Forastero,Ghana,7.258,-1.062
Valrhona,Nyangbo,395,2009,0.68,France,3.5,Forastero,Ghana,7.258,-1.062
Vanleer (Barry Callebaut),Manhattan,963,2012,0.72,U.S.A.,2.5,Forastero,Ghana,7.258,-1.062
Vanleer (Barry Callebaut),Napa,963,2012,0.65,U.S.A.,2.75,Forastero,Ghana,7.258,-1.062
Whittakers,Ghana,733,2011,0.72,New Zealand,2.5,Forastero,Ghana,7.258,-1.062
Wm,"Ghana, 2013, batch 129",1916,2016,0.75,U.S.A.,3.75,,Ghana,7.258,-1.062
Bonnat,Gabon,1042,2013,0.75,France,3.25,,Gabon,-0.406,11.914
Adi,Vanua Levu,705,2011,0.60,Fiji,2.75,Trinitario,Fiji,-17.8226,177.948
Adi,"Vanua Levu, Toto-A",705,2011,0.80,Fiji,3.25,Trinitario,Fiji,-17.8226,177.948
Adi,Vanua Levu,705,2011,0.88,Fiji,3.5,Trinitario,Fiji,-17.8226,177.948
Adi,"Vanua Levu, Ami-Ami-CA",705,2011,0.72,Fiji,3.5,Trinitario,Fiji,-17.8226,177.948
Arete,Matasawalevu,1928,2016,0.70,U.S.A.,3.25,,Fiji,-17.8226,177.948
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,0.67,Australia,3.25,Trinitario,Fiji,-17.8226,177.948
Pangea,Matasawalevu,1860,2016,0.76,Spain,3,,Fiji,-17.8226,177.948
Pitch Dark,Namau Village,1315,2014,0.73,U.S.A.,2.5,Trinitario,Fiji,-17.8226,177.948
Mesocacao,El Salvador,1494,2015,0.80,Honduras,2.75,,El Salvador,13.848,-89.229
Mesocacao,El Salvador,1494,2015,0.70,Honduras,3,,El Salvador,13.848,-89.229
Tejas,Bayou Blend,801,2012,0.70,U.S.A.,3,Blend,"Ecuador, Mad., PNG",,
DAR,"DUO, batch 002",1920,2016,0.70,U.S.A.,3.25,,"Ecuador, Costa Rica",,
A. Morin,Equateur,1011,2013,0.70,France,3.75,,Ecuador,-1.151,-78.308
Aequare (Gianduja),"Los Rios, Quevedo, Arriba",370,2009,0.55,Ecuador,2.75,Forastero (Arriba),Ecuador,-1.151,-78.308
Aequare (Gianduja),"Los Rios, Quevedo, Arriba",370,2009,0.70,Ecuador,3,Forastero (Arriba),Ecuador,-1.151,-78.308
Alexandre,"Winak Coop, Napo",1944,2017,0.70,Netherlands,3.5,Forastero (Nacional),Ecuador,-1.151,-78.308
Altus aka Cao Artisan,Gruppo Salinas,1732,2016,0.60,U.S.A.,2.75,,Ecuador,-1.151,-78.308
Amano,Guayas,470,2010,0.70,U.S.A.,4,,Ecuador,-1.151,-78.308
Amatller (Simon Coll),Ecuador,327,2009,0.70,Spain,2.75,,Ecuador,-1.151,-78.308
Amatller (Simon Coll),Ecuador,464,2009,0.85,Spain,2.75,,Ecuador,-1.151,-78.308
Amedei,Ecuador,123,2007,0.70,Italy,3,Trinitario,Ecuador,-1.151,-78.308
Ara,Equateur,1379,2014,0.75,France,2.75,,Ecuador,-1.151,-78.308
Arete,Hacienda Victoria,1904,2016,0.70,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Arete,Costa Esmeraldas,1904,2016,0.70,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Arete,"Puerto Quito, heirloom",1534,2015,0.70,U.S.A.,3.75,Forastero (Nacional),Ecuador,-1.151,-78.308
Arete,Camino Verde,1602,2015,0.75,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Askinosie,San Jose del Tambo,175,2007,0.70,U.S.A.,3,Forastero (Arriba),Ecuador,-1.151,-78.308
Batch,Ecuador,1880,2016,0.65,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Beehive,"Ecuador, Batch 31516",1784,2016,0.70,U.S.A.,2.75,,Ecuador,-1.151,-78.308
Beehive,Ecuador,1788,2016,0.90,U.S.A.,2.75,,Ecuador,-1.151,-78.308
Belcolade,Ecuador,586,2010,0.71,Belgium,3.5,,Ecuador,-1.151,-78.308
Benoit Nihant,Rio Peripa H.,1141,2013,0.73,Belgium,4,Trinitario,Ecuador,-1.151,-78.308
Beschle (Felchlin),Ecuador,636,2011,0.72,Switzerland,4,,Ecuador,-1.151,-78.308
Bonnat,Equateur,123,2007,0.75,France,2.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",316,2009,0.77,Ecuador,3.25,Forastero (Arriba),Ecuador,-1.151,-78.308
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",341,2009,1.00,Ecuador,1.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,0.70,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Bright,"Camino Verde, Balao, Guayas",1231,2014,0.72,Australia,3.5,,Ecuador,-1.151,-78.308
Britarev,Ecuador,1638,2015,0.70,Russia,3.25,,Ecuador,-1.151,-78.308
Burnt Fork Bend,Mindo,1299,2014,0.72,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,0.60,U.S.A.,2.5,,Ecuador,-1.151,-78.308
Cacao Sampaka,Ecuador,523,2010,0.71,Spain,3.75,,Ecuador,-1.151,-78.308
Cacaoyere (Ecuatoriana),Amazonia,237,2008,0.63,Ecuador,3.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,0.71,Ecuador,3.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Cacaoyere (Ecuatoriana),Bolivar,245,2008,0.82,Ecuador,2.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Cacaoyere (Ecuatoriana),Pichincha,259,2008,0.91,Ecuador,1.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Callebaut,Baking,141,2007,0.70,Belgium,1,,Ecuador,-1.151,-78.308
C-Amaro,Ecuador,1185,2013,1.00,Italy,3.5,,Ecuador,-1.151,-78.308
Caoni (Tulicorp),Esmeraldas,237,2008,0.77,Ecuador,2,Forastero (Arriba),Ecuador,-1.151,-78.308
Caoni (Tulicorp),Manabi,237,2008,0.77,Ecuador,2.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Caoni (Tulicorp),Los Rios,245,2008,0.77,Ecuador,2.75,Forastero (Arriba),Ecuador,-1.151,-78.308
Caoni (Tulicorp),Manabi,266,2008,0.55,Ecuador,3,Forastero (Arriba),Ecuador,-1.151,-78.308
Caoni (Tulicorp),Los Rios,269,2008,0.55,Ecuador,3.25,Forastero (Arriba),Ecuador,-1.151,-78.308
Caoni (Tulicorp),Esmeraldas,269,2008,0.55,Ecuador,3.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Cello,Ecuador,1247,2014,0.70,U.S.A.,2.5,,Ecuador,-1.151,-78.308
Cemoi,Equateur,404,2009,0.72,France,2.75,,Ecuador,-1.151,-78.308
Chchukululu (Tulicorp),Arriba,486,2010,0.55,Ecuador,2.75,Forastero (Arriba),Ecuador,-1.151,-78.308
Chchukululu (Tulicorp),Los Rios,252,2008,0.75,Ecuador,3,Forastero (Arriba),Ecuador,-1.151,-78.308
Chocablog,Ecuador,1454,2015,0.70,U.K.,3.25,,Ecuador,-1.151,-78.308
Chocolate Con Amor,Ecuador,1764,2016,0.70,U.S.A.,3.25,,Ecuador,-1.151,-78.308
"Chocolate Tree, The",Ecuador,919,2012,0.82,Scotland,2.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Chocovic,"Bolivar, Guaranda",117,2007,0.71,Spain,2.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,0.73,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Compania de Chocolate (Salgado),Esmeraldas,296,2008,0.88,Argentina,2.75,Forastero (Nacional),Ecuador,-1.151,-78.308
Condor,Camino Verde,1630,2015,0.76,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Coppeneur,"Ecuador, Puristique",1169,2013,0.65,Germany,3.25,Forastero (Nacional),Ecuador,-1.151,-78.308
Coppeneur,Ecuador Puristique,817,2012,1.00,Germany,1.5,,Ecuador,-1.151,-78.308
Coppeneur,"Los Rios, H. Iara",558,2010,0.72,Germany,2.5,Nacional,Ecuador,-1.151,-78.308
Creo,"""heirloom"", Arriba Nacional",1736,2016,0.85,U.S.A.,3.25,Forastero (Nacional),Ecuador,-1.151,-78.308
Creo,"""heirloom"", Arriba Nacional",1736,2016,0.73,U.S.A.,3.75,Forastero (Nacional),Ecuador,-1.151,-78.308
Damson,Los Rios,1610,2015,0.70,U.K.,3.5,,Ecuador,-1.151,-78.308
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,0.70,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Dark Forest,Ecuador,1554,2015,0.70,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Dean and Deluca (Belcolade),Ecuador,175,2007,0.71,U.S.A.,3,,Ecuador,-1.151,-78.308
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,0.70,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Dick Taylor,Camino Verde,1193,2013,0.76,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Dick Taylor,Ecuador,769,2011,0.70,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Domori,Hacienda Victoria,1672,2015,0.70,Italy,3.75,,Ecuador,-1.151,-78.308
Domori,Ecuador,192,2007,0.70,Italy,4,Forastero (Arriba),Ecuador,-1.151,-78.308
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,0.72,U.K.,3.75,,Ecuador,-1.151,-78.308
Duffy's,Star of Ecuador,523,2010,0.70,U.K.,2.5,,Ecuador,-1.151,-78.308
Durci,Corona Arriba,1630,2015,0.70,U.S.A.,4,,Ecuador,-1.151,-78.308
Ethereal,Ecuador,1275,2014,0.80,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Felchlin,Arriba,48,2006,0.72,Switzerland,3.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,0.75,Singapore,3.5,,Ecuador,-1.151,-78.308
Fruition,Camino Verde,1185,2013,0.75,U.S.A.,3,,Ecuador,-1.151,-78.308
Guido Castagna,Arriba,355,2009,0.64,Italy,3,Forastero (Arriba) ASS,Ecuador,-1.151,-78.308
Guittard,Ecuador,1053,2013,0.65,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Guittard,"Los Rios, Quevedo",93,2006,0.65,U.S.A.,3.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Hachez,Arriba,166,2007,0.77,Germany,2.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,0.55,Ecuador,2.75,Trinitario,Ecuador,-1.151,-78.308
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,0.70,Ecuador,3,Trinitario,Ecuador,-1.151,-78.308
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,0.67,U.S.A.,3.75,EET,Ecuador,-1.151,-78.308
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,0.70,U.S.A.,3.5,EET,Ecuador,-1.151,-78.308
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,0.77,U.S.A.,3.5,EET,Ecuador,-1.151,-78.308
hexx,Ecuador,1550,2015,0.73,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Hoja Verde (Tulicorp),Arriba,414,2009,0.80,Ecuador,2,Forastero (Arriba) ASS,Ecuador,-1.151,-78.308
Hoja Verde (Tulicorp),Manabi,414,2009,0.80,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador,-1.151,-78.308
Hoja Verde (Tulicorp),Arriba,414,2009,0.72,Ecuador,3,Forastero (Arriba) ASS,Ecuador,-1.151,-78.308
Hoja Verde (Tulicorp),Arriba,414,2009,0.58,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador,-1.151,-78.308
Hoja Verde (Tulicorp),Manabi,414,2009,0.58,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador,-1.151,-78.308
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,0.70,Israel,3.5,,Ecuador,-1.151,-78.308
Honest,"Ecuador, w/ nibs",1327,2014,0.72,South Africa,2.5,,Ecuador,-1.151,-78.308
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,0.90,U.K.,3,Forastero (Nacional),Ecuador,-1.151,-78.308
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,0.82,U.K.,3.5,Forastero (Nacional),Ecuador,-1.151,-78.308
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,1.00,U.K.,2.5,Forastero (Nacional),Ecuador,-1.151,-78.308
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,0.80,U.K.,3,Forastero (Nacional),Ecuador,-1.151,-78.308
Hotel Chocolat (Coppeneur),Ecuador,552,2010,0.70,U.K.,2.75,,Ecuador,-1.151,-78.308
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,0.70,Ecuador,3,,Ecuador,-1.151,-78.308
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,0.70,Ecuador,3.5,,Ecuador,-1.151,-78.308
Kallari (Ecuatoriana),Roberto,245,2008,0.75,Ecuador,2.75,,Ecuador,-1.151,-78.308
Kallari (Ecuatoriana),Diego/ original micro,248,2008,0.85,Ecuador,2.5,,Ecuador,-1.151,-78.308
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,0.85,Ecuador,2.75,,Ecuador,-1.151,-78.308
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,0.85,Ecuador,3,,Ecuador,-1.151,-78.308
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,0.75,Ecuador,2.5,,Ecuador,-1.151,-78.308
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,0.85,Ecuador,3,,Ecuador,-1.151,-78.308
Kaoka (Cemoi),Ecuador,423,2009,0.80,France,2.75,,Ecuador,-1.151,-78.308
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,0.70,U.S.A.,3.75,,Ecuador,-1.151,-78.308
Kyya,Ecuador,1363,2014,0.73,U.S.A.,2.5,,Ecuador,-1.151,-78.308
L.A. Burdick (Felchlin),Quito,682,2011,0.74,U.S.A.,3.75,,Ecuador,-1.151,-78.308
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,0.56,France,3.25,,Ecuador,-1.151,-78.308
La Pepa de Oro,Vinces,713,2011,0.60,Ecuador,3.25,,Ecuador,-1.151,-78.308
Maglio,Ecuador,308,2008,0.70,Italy,3,Forastero (Nacional),Ecuador,-1.151,-78.308
Majani,Ecuador,531,2010,0.70,Italy,2,,Ecuador,-1.151,-78.308
Mana,Ecuador,1446,2015,0.74,U.S.A.,2.5,,Ecuador,-1.151,-78.308
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,0.70,Poland,3.25,,Ecuador,-1.151,-78.308
Map Chocolate,Ecuador,1478,2015,0.70,U.S.A.,3.5,Trinitario,Ecuador,-1.151,-78.308
Millcreek Cacao Roasters,Ecuador,1073,2013,0.70,U.S.A.,2.5,Forastero (Nacional),Ecuador,-1.151,-78.308
Millcreek Cacao Roasters,Ecuador,825,2012,0.70,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Mindo,Ecuador,607,2010,0.67,U.S.A.,2.75,,Ecuador,-1.151,-78.308
Mindo,Ecuador,607,2010,0.77,U.S.A.,2.75,,Ecuador,-1.151,-78.308
Montecristi,Manabi,1654,2015,0.70,Ecuador,3.25,,Ecuador,-1.151,-78.308
Montecristi,Manabi,1654,2015,0.63,Ecuador,3.5,,Ecuador,-1.151,-78.308
Montecristi,Manabi,1658,2015,0.85,Ecuador,3.5,,Ecuador,-1.151,-78.308
Night Owl,Ecuador,1022,2013,0.75,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Noir d' Ebine,Ecuador,841,2012,0.70,U.S.A.,3,,Ecuador,-1.151,-78.308
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,0.80,Nicaragua,3.25,Forastero (Nacional),Ecuador,-1.151,-78.308
Nuance,"Ecuador, 2013",1458,2015,0.70,U.S.A.,2.75,Trinitario,Ecuador,-1.151,-78.308
organicfair,Mindo,1165,2013,0.72,Canada,3,Trinitario,Ecuador,-1.151,-78.308
Pacari,Garaua,1415,2014,0.70,Ecuador,3.25,,Ecuador,-1.151,-78.308
Pacari,Cumbia,1415,2014,0.70,Ecuador,3.5,,Ecuador,-1.151,-78.308
Pacari,Montubia,1415,2014,0.70,Ecuador,3.75,,Ecuador,-1.151,-78.308
Pacari,Tangara,1415,2014,0.70,Ecuador,4,,Ecuador,-1.151,-78.308
Pacari,"Ecuador, raw",817,2012,0.85,Ecuador,2.75,,Ecuador,-1.151,-78.308
Pacari,Nube- prototype,721,2011,0.70,Ecuador,3.5,,Ecuador,-1.151,-78.308
Pacari,Esmeraldas,224,2008,0.60,Ecuador,2.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Pacari,Manabi,224,2008,0.65,Ecuador,2.75,Forastero (Arriba),Ecuador,-1.151,-78.308
Pacari,Los Rios,224,2008,0.72,Ecuador,3,Forastero (Arriba),Ecuador,-1.151,-78.308
Pacari,Raw,266,2008,1.00,Ecuador,2,Forastero (Arriba),Ecuador,-1.151,-78.308
Pacari,Raw,266,2008,0.70,Ecuador,3.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,0.75,Canada,2.75,,Ecuador,-1.151,-78.308
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,0.72,Belgium,3.75,Forastero (Nacional),Ecuador,-1.151,-78.308
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,0.73,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,0.73,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Pralus,Equateur,40,2006,0.75,France,3,Trinitario,Ecuador,-1.151,-78.308
Pralus,Fortissima,93,2006,0.80,France,4,"Criollo, Trinitario",Ecuador,-1.151,-78.308
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,0.77,U.K.,3.5,,Ecuador,-1.151,-78.308
Pump Street Bakery,Guantupi River,1223,2014,0.75,U.K.,3,Forastero (Nacional),Ecuador,-1.151,-78.308
Pump Street Bakery,Guantupi River,1227,2014,0.85,U.K.,2.75,Forastero (Nacional),Ecuador,-1.151,-78.308
Rancho San Jacinto,Ecuador,565,2010,0.75,Eucador,3,"Forastero(Arriba, CCN)",Ecuador,-1.151,-78.308
Republica del Cacao (aka Confecta),Esmeraldas,494,2010,0.75,Ecuador,3.25,,Ecuador,-1.151,-78.308
Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,0.75,Ecuador,2.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Republica del Cacao (aka Confecta),Manabi,147,2007,0.75,Ecuador,3,Forastero (Arriba),Ecuador,-1.151,-78.308
Republica del Cacao (aka Confecta),El Oro,147,2007,0.67,Ecuador,3.5,Forastero (Arriba),Ecuador,-1.151,-78.308
Republica del Cacao (aka Confecta),Los Rios,170,2007,0.75,Ecuador,3.75,Forastero (Arriba),Ecuador,-1.151,-78.308
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,0.75,U.S.A.,3.75,,Ecuador,-1.151,-78.308
Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,0.85,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,0.75,U.S.A.,3.25,Nacional (Arriba),Ecuador,-1.151,-78.308
Rogue,"Camino Verde P., Balao, Guayas",979,2012,0.75,U.S.A.,3.75,Nacional (Arriba),Ecuador,-1.151,-78.308
Salgado,Esmeraldas,288,2008,0.70,Argentina,3.5,Forastero (Nacional),Ecuador,-1.151,-78.308
Salgado,Rio Arriba,292,2008,0.70,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador,-1.151,-78.308
Shark Mountain,Ecuador,1335,2014,0.75,U.S.A.,3,Trinitario,Ecuador,-1.151,-78.308
Sirene,"Esmeraldas, Salazar Farm",1860,2016,0.73,Canada,3.75,,Ecuador,-1.151,-78.308
Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,1.00,Canada,3,,Ecuador,-1.151,-78.308
Sirene,"Camino Verde P., Balao, Guayas",1343,2014,0.73,Canada,3.75,,Ecuador,-1.151,-78.308
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,0.70,Australia,4,Criollo,Ecuador,-1.151,-78.308
"Smooth Chocolator, The",Camino Verde,1622,2015,0.72,Australia,4,,Ecuador,-1.151,-78.308
Snake & Butterfly,Ecuador,502,2010,0.68,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Sol Cacao,"Ecuador, Batch 1",1812,2016,0.70,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,0.70,Canada,3.25,,Ecuador,-1.151,-78.308
Soma,"Camino Verde P., Balao, Guayas",1307,2014,0.80,Canada,3.5,Forastero (Nacional),Ecuador,-1.151,-78.308
Soul,Ecuador,1936,2017,0.75,Canada,3.25,,Ecuador,-1.151,-78.308
Spencer,Ecuador,1932,2017,0.70,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Spencer,"Ecuador, lot E432314L",1792,2016,0.70,Australia,3.75,,Ecuador,-1.151,-78.308
Starchild,"Bolivar, Arriba",1634,2015,0.70,U.S.A.,3,Forastero (Nacional),Ecuador,-1.151,-78.308
Stone Grindz,"Ecuador, Midnight Dark",1291,2014,0.84,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Stone Grindz,"Ecuador, Twilght Dark",1291,2014,0.70,U.S.A.,3.5,,Ecuador,-1.151,-78.308
